meal_1_idx,meal_2_idx,meal_3_idx,meal_4_idx,meal_5_idx,meal_6_idx,meal_7_idx,meal_8_idx,meal_9_idx,meal_10_idx,meal_11_idx,meal_12_idx,meal_13_idx,meal_14_idx,meal_15_idx,meal_16_idx,meal_17_idx,meal_18_idx,meal_19_idx,meal_20_idx,meal_21_idx,meal_22_idx,meal_23_idx,meal_24_idx,meal_25_idx,meal_26_idx,meal_27_idx,meal_28_idx,meal_29_idx,meal_30_idx,meal_31_idx,meal_32_idx,meal_33_idx,meal_34_idx,meal_35_idx,meal_36_idx,meal_37_idx,meal_38_idx,meal_39_idx,meal_40_idx,meal_41_idx,meal_42_idx,meal_43_idx,meal_44_idx,meal_45_idx,meal_46_idx,meal_47_idx,meal_48_idx,meal_49_idx,meal_50_idx,meal_51_idx,meal_52_idx,meal_53_idx,meal_54_idx,meal_55_idx,meal_56_idx,meal_57_idx,meal_58_idx,meal_59_idx,meal_60_idx,meal_61_idx,meal_62_idx
nasipadang,mi instan ,mi instan ,roti,ayamgeprek,gorengan,bakso,mi instan ,mi instan ,nasipadang,gorengan,cireng,gorengan,nasigoreng,sate,ayamgeprek,ayamgeprek,bakso,nasigoreng,soto,warteg,soto,nasigoreng,capcay,nasi telur,ayamgeprek,nasi telur,bakso,buah,roti,nasi_uduk,nasi_uduk,nasi telur,gorengan,gorengan,ayamgeprek,cireng,buah,nasipadang,nasigoreng,bakso,salad,salad,sate,mi instan ,gorengan,gorengan,roti,sate,seblak,nasi_uduk,mieayam,roti,nasigoreng,bakso,nasipadang,soto,sate,mi instan ,cireng,cireng,bakso
mieayam,nasipadang,seblak,nasi telur,mi instan ,capcay,nasi telur,seblak,capcay,cireng,sate,bakso,ayamgeprek,soto,nasipadang,soto,nasi_uduk,nasi telur,nasigoreng,soto,buah,nasi telur,soto,gorengan,nasigoreng,sate,roti,nasi_uduk,bubur,nasi telur,sate,roti,roti,mieayam,bakso,salad,bakso,bubur,mi instan ,nasigoreng,roti,salad,nasipadang,bubur,nasipadang,bubur,roti,sate,nasi telur,soto,seblak,roti,ayamgeprek,roti,capcay,soto,warteg,bubur,bubur,soto,ayamgeprek,nasipadang
capcay,mi instan ,warteg,cireng,seblak,sate,nasigoreng,cireng,mi instan ,ayamgeprek,seblak,seblak,salad,bakso,bubur,cireng,seblak,nasipadang,warteg,cireng,salad,soto,salad,soto,soto,warteg,cireng,sate,mieayam,bubur,nasi telur,nasi_uduk,sate,buah,nasipadang,cireng,ayamgeprek,salad,cireng,mi instan ,seblak,mi instan ,capcay,buah,mi instan ,buah,warteg,gorengan,cireng,mieayam,nasi_uduk,nasi_uduk,nasigoreng,mieayam,bakso,warteg,ayamgeprek,buah,mieayam,ayamgeprek,gorengan,mi instan 
nasigoreng,mi instan ,nasi_uduk,bubur,roti,bakso,nasigoreng,nasi_uduk,roti,seblak,sate,mieayam,bubur,mieayam,mi instan ,ayamgeprek,capcay,nasi_uduk,nasigoreng,nasi telur,soto,bubur,sate,sate,ayamgeprek,ayamgeprek,salad,capcay,cireng,buah,roti,mieayam,seblak,capcay,roti,warteg,mieayam,soto,salad,capcay,nasi telur,ayamgeprek,gorengan,salad,gorengan,roti,bubur,buah,mi instan ,soto,salad,soto,soto,nasi_uduk,roti,nasi_uduk,warteg,bubur,seblak,capcay,sate,nasigoreng
soto,seblak,bubur,nasigoreng,buah,nasi_uduk,soto,nasi telur,nasipadang,capcay,bakso,nasipadang,mieayam,bakso,buah,mieayam,mi instan ,roti,capcay,nasi_uduk,salad,sate,capcay,mieayam,mieayam,capcay,gorengan,salad,seblak,mieayam,roti,mi instan ,nasi_uduk,bubur,mieayam,nasi telur,bakso,seblak,seblak,warteg,salad,buah,mieayam,nasipadang,nasigoreng,nasipadang,capcay,nasi telur,nasi telur,roti,gorengan,nasi_uduk,cireng,seblak,roti,ayamgeprek,nasigoreng,cireng,soto,gorengan,bubur,roti
ayamgeprek,nasi telur,bakso,roti,nasigoreng,ayamgeprek,warteg,ayamgeprek,warteg,gorengan,roti,buah,mi instan ,ayamgeprek,sate,sate,gorengan,salad,ayamgeprek,cireng,nasi telur,seblak,warteg,warteg,warteg,ayamgeprek,gorengan,soto,nasipadang,nasi_uduk,warteg,mieayam,roti,salad,sate,nasipadang,sate,gorengan,roti,bakso,nasi telur,ayamgeprek,bubur,nasigoreng,bubur,soto,bubur,mieayam,bubur,roti,nasipadang,buah,salad,soto,nasigoreng,gorengan,nasipadang,soto,seblak,capcay,mieayam,nasigoreng
salad,ayamgeprek,ayamgeprek,sate,nasi_uduk,bubur,mieayam,nasigoreng,bakso,ayamgeprek,mi instan ,sate,capcay,mi instan ,soto,nasi telur,bakso,seblak,bakso,buah,nasigoreng,seblak,ayamgeprek,nasipadang,salad,sate,roti,roti,nasipadang,soto,warteg,nasi_uduk,roti,soto,gorengan,bubur,nasipadang,salad,soto,salad,cireng,nasi telur,mi instan ,salad,mi instan ,nasi telur,nasi telur,salad,ayamgeprek,mi instan ,sate,nasigoreng,ayamgeprek,nasi telur,nasi_uduk,warteg,cireng,buah,bubur,nasi telur,nasi telur,soto
cireng,soto,bubur,roti,mi instan ,gorengan,soto,soto,bubur,salad,bakso,nasi telur,capcay,gorengan,bubur,mi instan ,nasigoreng,nasi_uduk,roti,cireng,roti,buah,cireng,nasi_uduk,buah,bubur,salad,cireng,sate,mieayam,mieayam,nasi telur,nasi_uduk,soto,warteg,ayamgeprek,warteg,roti,buah,nasi_uduk,capcay,nasi telur,sate,nasigoreng,seblak,nasi_uduk,sate,warteg,bubur,seblak,cireng,soto,soto,soto,cireng,soto,mi instan ,bubur,seblak,roti,gorengan,sate
buah,bubur,cireng,nasi telur,sate,bakso,cireng,sate,cireng,ayamgeprek,nasigoreng,nasipadang,roti,roti,ayamgeprek,bakso,bakso,nasi_uduk,capcay,nasipadang,mi instan ,nasi telur,buah,buah,gorengan,bakso,bubur,ayamgeprek,cireng,bakso,soto,capcay,mieayam,cireng,nasipadang,buah,bubur,soto,sate,bakso,gorengan,buah,bakso,cireng,mieayam,salad,capcay,seblak,bakso,salad,bakso,nasipadang,bakso,capcay,salad,capcay,ayamgeprek,gorengan,salad,capcay,nasi_uduk,bubur
bakso,roti,bubur,mieayam,salad,ayamgeprek,nasi_uduk,capcay,nasi_uduk,mieayam,roti,nasigoreng,bubur,capcay,gorengan,buah,buah,gorengan,capcay,nasi telur,nasi telur,capcay,gorengan,warteg,nasigoreng,nasipadang,cireng,mi instan ,capcay,warteg,nasipadang,bubur,soto,nasi telur,mi instan ,nasipadang,nasigoreng,salad,nasi_uduk,ayamgeprek,nasigoreng,salad,buah,seblak,nasigoreng,seblak,nasi_uduk,nasigoreng,mieayam,nasi telur,cireng,soto,soto,gorengan,capcay,roti,gorengan,mi instan ,gorengan,soto,gorengan,seblak
soto,bubur,capcay,mieayam,mieayam,soto,seblak,mi instan ,mi instan ,seblak,warteg,sate,buah,roti,gorengan,gorengan,buah,mi instan ,salad,bakso,bakso,capcay,gorengan,gorengan,mi instan ,salad,seblak,ayamgeprek,mi instan ,seblak,bakso,ayamgeprek,capcay,sate,buah,soto,seblak,buah,bubur,ayamgeprek,buah,bakso,capcay,nasi telur,gorengan,mieayam,nasi telur,mi instan ,soto,nasi_uduk,roti,nasi_uduk,sate,sate,seblak,warteg,gorengan,nasi telur,sate,cireng,salad,nasi_uduk
ayamgeprek,mieayam,buah,bubur,nasi telur,capcay,mi instan ,ayamgeprek,gorengan,salad,bubur,nasigoreng,mi instan ,capcay,bakso,buah,sate,sate,mieayam,ayamgeprek,roti,nasi telur,seblak,gorengan,gorengan,bakso,salad,salad,soto,ayamgeprek,ayamgeprek,nasigoreng,salad,roti,cireng,ayamgeprek,nasigoreng,nasi telur,ayamgeprek,ayamgeprek,nasigoreng,mieayam,ayamgeprek,buah,nasi_uduk,nasi_uduk,roti,cireng,ayamgeprek,salad,nasipadang,nasi_uduk,bubur,warteg,mi instan ,capcay,bubur,ayamgeprek,salad,nasi_uduk,bubur,mi instan 
nasi_uduk,salad,cireng,capcay,nasipadang,nasigoreng,roti,nasi_uduk,nasigoreng,mieayam,nasi_uduk,cireng,bubur,nasi telur,capcay,nasi telur,capcay,roti,soto,soto,mieayam,soto,roti,buah,mi instan ,nasi telur,bubur,ayamgeprek,cireng,sate,nasigoreng,capcay,nasi telur,warteg,mieayam,nasi telur,salad,ayamgeprek,seblak,salad,seblak,seblak,seblak,bakso,sate,salad,cireng,capcay,salad,sate,nasigoreng,nasigoreng,capcay,soto,nasi telur,seblak,salad,ayamgeprek,roti,salad,warteg,soto
nasi telur,nasi telur,cireng,capcay,nasigoreng,buah,nasigoreng,nasipadang,nasipadang,nasi telur,bakso,mieayam,capcay,cireng,nasi telur,gorengan,nasi telur,nasigoreng,ayamgeprek,salad,nasi_uduk,warteg,nasi_uduk,ayamgeprek,soto,gorengan,warteg,warteg,buah,nasipadang,buah,seblak,seblak,warteg,buah,sate,buah,ayamgeprek,nasigoreng,buah,nasi telur,gorengan,cireng,warteg,cireng,nasi_uduk,nasipadang,seblak,soto,cireng,cireng,roti,ayamgeprek,nasipadang,cireng,mi instan ,soto,nasigoreng,nasipadang,nasigoreng,mi instan ,nasigoreng
nasi telur,nasi telur,nasigoreng,sate,soto,roti,warteg,nasigoreng,ayamgeprek,seblak,nasigoreng,soto,nasipadang,mieayam,bakso,capcay,bubur,roti,bubur,mieayam,nasipadang,mi instan ,soto,roti,nasi_uduk,gorengan,mi instan ,buah,buah,nasipadang,cireng,nasi_uduk,nasipadang,nasi_uduk,roti,gorengan,mieayam,nasipadang,nasi telur,soto,warteg,bakso,sate,bubur,cireng,bubur,warteg,roti,salad,sate,bubur,warteg,soto,capcay,nasigoreng,nasipadang,mi instan ,sate,warteg,capcay,sate,mi instan 
nasipadang,nasigoreng,nasipadang,salad,buah,cireng,buah,sate,seblak,gorengan,bakso,mieayam,roti,nasipadang,gorengan,buah,salad,mieayam,sate,mi instan ,cireng,salad,seblak,salad,bubur,warteg,cireng,soto,ayamgeprek,gorengan,cireng,nasi telur,mieayam,roti,nasipadang,sate,nasi telur,warteg,capcay,roti,salad,cireng,seblak,sate,nasi telur,nasi telur,warteg,warteg,sate,nasipadang,roti,cireng,mi instan ,warteg,capcay,nasipadang,nasi_uduk,gorengan,nasigoreng,nasi telur,mieayam,nasi telur
bakso,nasipadang,nasi telur,nasi_uduk,nasigoreng,nasipadang,bakso,bubur,sate,warteg,seblak,seblak,cireng,mi instan ,bakso,warteg,roti,bubur,ayamgeprek,buah,sate,cireng,seblak,buah,cireng,mieayam,mi instan ,sate,soto,salad,cireng,gorengan,salad,warteg,warteg,nasipadang,nasi telur,sate,salad,mi instan ,gorengan,mi instan ,sate,gorengan,mieayam,sate,seblak,capcay,gorengan,roti,salad,sate,seblak,mi instan ,warteg,mi instan ,soto,salad,nasigoreng,salad,nasi telur,salad
gorengan,roti,mieayam,nasipadang,bubur,nasipadang,salad,nasipadang,nasi telur,nasi_uduk,bubur,buah,mieayam,sate,nasipadang,bakso,bubur,nasipadang,warteg,sate,bakso,sate,bubur,nasi_uduk,salad,soto,ayamgeprek,ayamgeprek,salad,mieayam,mieayam,mieayam,nasi telur,nasigoreng,gorengan,seblak,bubur,bakso,nasigoreng,cireng,nasi telur,nasigoreng,ayamgeprek,bubur,buah,capcay,bubur,nasi telur,salad,nasipadang,capcay,warteg,nasipadang,roti,mi instan ,sate,nasigoreng,sate,warteg,nasigoreng,soto,capcay
bubur,buah,roti,nasigoreng,roti,mi instan ,roti,nasipadang,warteg,sate,gorengan,bakso,cireng,gorengan,soto,nasi_uduk,bubur,soto,gorengan,buah,nasipadang,bakso,nasipadang,nasi telur,capcay,seblak,bakso,roti,soto,nasi telur,buah,buah,nasi_uduk,mi instan ,soto,salad,salad,nasi telur,warteg,ayamgeprek,mieayam,ayamgeprek,roti,buah,capcay,capcay,nasigoreng,soto,salad,salad,bubur,bakso,nasipadang,gorengan,mieayam,mieayam,nasipadang,buah,cireng,capcay,roti,soto
warteg,buah,soto,mieayam,gorengan,bakso,bakso,nasi_uduk,seblak,seblak,sate,nasigoreng,nasi telur,nasi telur,buah,nasigoreng,sate,warteg,soto,bakso,warteg,sate,nasi_uduk,nasi_uduk,buah,roti,ayamgeprek,nasipadang,mi instan ,bakso,gorengan,nasi_uduk,seblak,capcay,nasigoreng,roti,nasi telur,nasi_uduk,bakso,nasigoreng,sate,nasi_uduk,capcay,capcay,seblak,seblak,buah,nasigoreng,warteg,bakso,nasi_uduk,sate,gorengan,salad,nasi_uduk,nasipadang,sate,bubur,roti,ayamgeprek,sate,nasigoreng
ayamgeprek,roti,salad,mi instan ,bakso,bakso,buah,mi instan ,warteg,sate,nasi_uduk,mi instan ,nasi_uduk,buah,buah,cireng,mi instan ,mieayam,roti,bakso,mieayam,nasigoreng,capcay,ayamgeprek,gorengan,seblak,warteg,cireng,salad,buah,sate,sate,bubur,warteg,mi instan ,seblak,roti,seblak,cireng,bubur,bakso,soto,nasi telur,gorengan,seblak,cireng,cireng,bakso,buah,nasi_uduk,roti,cireng,ayamgeprek,bubur,ayamgeprek,capcay,salad,nasi_uduk,mi instan ,soto,nasi telur,bubur
salad,bubur,gorengan,warteg,nasi telur,mi instan ,nasi_uduk,buah,bubur,nasi_uduk,sate,nasigoreng,bubur,roti,roti,seblak,roti,cireng,seblak,mi instan ,mieayam,roti,buah,buah,bubur,mi instan ,sate,nasigoreng,seblak,soto,nasi_uduk,seblak,buah,buah,nasi telur,cireng,mieayam,mi instan ,nasi_uduk,mi instan ,nasi telur,cireng,mieayam,buah,cireng,capcay,mieayam,mi instan ,bubur,mi instan ,seblak,seblak,buah,nasipadang,nasi_uduk,nasigoreng,roti,mi instan ,mieayam,nasi telur,buah,seblak
nasi telur,soto,ayamgeprek,nasi telur,gorengan,buah,nasi_uduk,ayamgeprek,sate,sate,seblak,nasi telur,roti,nasigoreng,nasi telur,buah,ayamgeprek,capcay,sate,nasi_uduk,bubur,soto,mieayam,ayamgeprek,mieayam,warteg,bakso,warteg,seblak,salad,mi instan ,nasigoreng,roti,salad,soto,sate,soto,bubur,gorengan,capcay,gorengan,nasipadang,ayamgeprek,bubur,gorengan,nasi telur,bubur,sate,warteg,bubur,roti,mi instan ,nasigoreng,nasi telur,soto,mieayam,soto,nasigoreng,nasi telur,ayamgeprek,ayamgeprek,bubur
warteg,soto,bakso,nasigoreng,ayamgeprek,warteg,ayamgeprek,bakso,bakso,warteg,seblak,salad,roti,bubur,nasigoreng,sate,bakso,salad,roti,capcay,capcay,buah,nasi_uduk,salad,mi instan ,buah,warteg,soto,salad,sate,nasi telur,gorengan,capcay,ayamgeprek,seblak,bakso,nasigoreng,buah,seblak,seblak,bubur,cireng,nasipadang,buah,seblak,nasi_uduk,ayamgeprek,capcay,gorengan,nasi_uduk,nasipadang,gorengan,soto,bakso,warteg,soto,salad,roti,nasigoreng,roti,nasi telur,roti
cireng,nasi telur,mi instan ,seblak,buah,salad,bubur,sate,ayamgeprek,cireng,bakso,soto,nasigoreng,soto,bubur,buah,soto,nasigoreng,warteg,bubur,mieayam,capcay,cireng,nasigoreng,soto,nasi telur,sate,mieayam,capcay,gorengan,capcay,gorengan,mieayam,sate,seblak,roti,buah,bubur,seblak,warteg,nasipadang,mieayam,salad,sate,cireng,gorengan,ayamgeprek,capcay,salad,mi instan ,capcay,bakso,mi instan ,sate,buah,bakso,salad,bubur,bakso,soto,bubur,bubur
soto,sate,sate,sate,warteg,mieayam,bakso,sate,capcay,nasipadang,mieayam,warteg,nasi_uduk,nasi telur,seblak,roti,bakso,cireng,soto,soto,nasi telur,ayamgeprek,capcay,bubur,ayamgeprek,seblak,nasipadang,soto,bakso,mi instan ,capcay,nasi_uduk,roti,gorengan,nasi telur,mieayam,roti,nasi telur,nasipadang,nasi_uduk,buah,sate,nasi_uduk,salad,nasipadang,warteg,buah,roti,sate,bakso,bubur,soto,cireng,buah,bakso,sate,nasigoreng,roti,capcay,cireng,mi instan ,nasi telur
soto,capcay,cireng,salad,nasipadang,soto,cireng,seblak,nasigoreng,bubur,roti,nasipadang,ayamgeprek,soto,ayamgeprek,soto,nasipadang,mieayam,bakso,nasipadang,mi instan ,nasi telur,bubur,ayamgeprek,nasi telur,seblak,salad,roti,roti,gorengan,ayamgeprek,nasigoreng,roti,cireng,capcay,bakso,capcay,nasipadang,bakso,nasi_uduk,warteg,salad,soto,bakso,ayamgeprek,salad,seblak,bubur,sate,roti,sate,cireng,ayamgeprek,mi instan ,bubur,nasi_uduk,nasi_uduk,nasipadang,mi instan ,bakso,seblak,ayamgeprek
mi instan ,nasipadang,ayamgeprek,soto,gorengan,buah,bubur,nasi telur,nasi_uduk,nasigoreng,soto,buah,cireng,mi instan ,capcay,roti,nasi telur,gorengan,capcay,nasipadang,sate,sate,nasipadang,cireng,sate,salad,nasi_uduk,mieayam,nasipadang,bakso,warteg,sate,nasigoreng,sate,salad,mi instan ,mieayam,ayamgeprek,buah,nasigoreng,warteg,nasigoreng,seblak,nasi telur,mi instan ,soto,warteg,seblak,bakso,nasipadang,roti,nasipadang,mi instan ,salad,nasi telur,nasigoreng,gorengan,bubur,salad,buah,roti,salad
sate,salad,bubur,mi instan ,cireng,buah,ayamgeprek,mieayam,salad,seblak,nasi_uduk,gorengan,warteg,nasi_uduk,nasi telur,seblak,mi instan ,capcay,ayamgeprek,mieayam,buah,mieayam,nasipadang,buah,gorengan,sate,seblak,soto,salad,nasi_uduk,nasi telur,capcay,soto,capcay,salad,warteg,buah,seblak,nasipadang,seblak,mieayam,nasi_uduk,mi instan ,soto,mieayam,bakso,nasipadang,salad,warteg,cireng,nasipadang,nasi_uduk,ayamgeprek,salad,capcay,sate,bubur,soto,buah,roti,bubur,cireng
seblak,seblak,ayamgeprek,capcay,nasi_uduk,sate,salad,salad,nasi telur,nasi telur,buah,nasipadang,salad,mieayam,seblak,mi instan ,cireng,warteg,nasigoreng,mieayam,mi instan ,capcay,nasigoreng,bakso,nasigoreng,buah,gorengan,ayamgeprek,salad,mieayam,nasigoreng,buah,sate,cireng,seblak,roti,mi instan ,gorengan,nasi telur,roti,bubur,salad,soto,sate,buah,salad,capcay,nasi_uduk,soto,nasi_uduk,mi instan ,mi instan ,buah,roti,cireng,seblak,capcay,soto,seblak,cireng,nasi telur,ayamgeprek
capcay,buah,warteg,bubur,mi instan ,gorengan,sate,soto,bubur,mi instan ,bakso,sate,bubur,buah,nasigoreng,mi instan ,gorengan,nasipadang,gorengan,warteg,warteg,bakso,ayamgeprek,nasipadang,nasi telur,ayamgeprek,salad,nasipadang,seblak,capcay,ayamgeprek,nasi_uduk,gorengan,ayamgeprek,ayamgeprek,ayamgeprek,salad,nasipadang,mieayam,bubur,buah,nasi_uduk,salad,mi instan ,mieayam,mi instan ,capcay,gorengan,mieayam,bakso,soto,mieayam,nasi telur,capcay,cireng,capcay,bakso,nasi_uduk,cireng,seblak,nasipadang,mi instan 
mieayam,nasi_uduk,bubur,sate,bubur,bubur,bakso,buah,nasi telur,buah,roti,mi instan ,buah,nasi telur,gorengan,roti,buah,cireng,ayamgeprek,nasigoreng,ayamgeprek,gorengan,sate,gorengan,cireng,mi instan ,nasipadang,gorengan,sate,salad,nasigoreng,mieayam,ayamgeprek,seblak,ayamgeprek,roti,roti,nasi_uduk,capcay,cireng,nasi telur,buah,nasigoreng,soto,sate,gorengan,nasi telur,salad,nasi telur,warteg,seblak,roti,bakso,bakso,mi instan ,sate,nasipadang,nasi telur,salad,mieayam,nasigoreng,nasigoreng
bubur,soto,nasi_uduk,capcay,mi instan ,roti,roti,cireng,sate,sate,buah,nasigoreng,mi instan ,ayamgeprek,salad,roti,bakso,buah,roti,soto,bubur,capcay,bakso,nasigoreng,ayamgeprek,nasi telur,seblak,nasi_uduk,cireng,salad,capcay,warteg,warteg,nasi_uduk,sate,cireng,nasi_uduk,nasi_uduk,capcay,warteg,soto,bakso,mieayam,nasigoreng,sate,cireng,ayamgeprek,capcay,ayamgeprek,bubur,roti,sate,cireng,nasi telur,buah,bubur,salad,nasigoreng,nasi_uduk,mi instan ,warteg,buah
seblak,nasipadang,buah,buah,nasi_uduk,nasi telur,capcay,capcay,cireng,nasi_uduk,warteg,sate,mieayam,salad,nasipadang,ayamgeprek,capcay,nasi telur,sate,bakso,roti,gorengan,cireng,mi instan ,seblak,gorengan,gorengan,soto,mi instan ,nasigoreng,seblak,warteg,capcay,nasi telur,mi instan ,sate,nasi telur,sate,seblak,nasigoreng,bubur,capcay,warteg,capcay,roti,gorengan,nasi telur,ayamgeprek,sate,mieayam,cireng,bubur,bubur,capcay,capcay,buah,bakso,mieayam,capcay,nasipadang,mieayam,nasipadang
nasi_uduk,capcay,salad,nasi telur,nasipadang,capcay,salad,soto,bakso,soto,cireng,nasipadang,sate,nasipadang,cireng,bubur,warteg,nasi telur,roti,warteg,sate,nasipadang,mi instan ,warteg,cireng,mieayam,mi instan ,seblak,bakso,roti,salad,warteg,nasi_uduk,bubur,gorengan,roti,buah,ayamgeprek,gorengan,buah,bakso,cireng,nasipadang,gorengan,nasipadang,sate,nasi telur,buah,ayamgeprek,bakso,seblak,nasigoreng,salad,ayamgeprek,mi instan ,nasipadang,cireng,ayamgeprek,nasi telur,warteg,cireng,nasipadang
mieayam,cireng,warteg,gorengan,buah,mieayam,bakso,salad,ayamgeprek,nasigoreng,roti,nasipadang,seblak,nasi telur,mieayam,soto,bakso,nasigoreng,warteg,roti,sate,nasi telur,mieayam,nasigoreng,salad,gorengan,cireng,nasipadang,nasi_uduk,nasi_uduk,salad,cireng,mieayam,gorengan,ayamgeprek,salad,nasi_uduk,nasipadang,ayamgeprek,nasigoreng,nasi telur,sate,buah,soto,ayamgeprek,mi instan ,ayamgeprek,bubur,capcay,seblak,capcay,cireng,sate,mieayam,roti,nasigoreng,soto,sate,roti,sate,seblak,gorengan
nasipadang,roti,capcay,cireng,cireng,nasi telur,mieayam,buah,capcay,capcay,sate,bubur,soto,warteg,nasigoreng,capcay,nasi telur,capcay,salad,cireng,cireng,bakso,gorengan,seblak,nasigoreng,seblak,cireng,seblak,nasi telur,nasigoreng,sate,capcay,seblak,nasigoreng,ayamgeprek,mieayam,cireng,sate,buah,nasigoreng,nasipadang,warteg,salad,mi instan ,buah,ayamgeprek,sate,nasi_uduk,capcay,capcay,nasipadang,ayamgeprek,ayamgeprek,warteg,bakso,soto,seblak,cireng,sate,seblak,ayamgeprek,nasipadang
nasigoreng,nasi telur,mi instan ,nasi_uduk,bubur,buah,cireng,salad,soto,cireng,nasipadang,sate,capcay,cireng,sate,roti,seblak,mieayam,nasipadang,seblak,nasi_uduk,warteg,gorengan,buah,roti,nasi_uduk,warteg,warteg,sate,seblak,nasi telur,ayamgeprek,mi instan ,cireng,salad,warteg,gorengan,bakso,roti,soto,mi instan ,nasigoreng,nasi telur,warteg,mieayam,buah,bakso,nasi telur,ayamgeprek,gorengan,capcay,nasipadang,buah,mieayam,gorengan,soto,ayamgeprek,bubur,bubur,nasi telur,roti,nasi telur
capcay,ayamgeprek,capcay,bakso,cireng,sate,bakso,bubur,ayamgeprek,mieayam,capcay,warteg,bakso,nasigoreng,nasi telur,sate,warteg,nasi telur,salad,nasi telur,ayamgeprek,nasi telur,roti,bubur,sate,warteg,salad,bubur,mieayam,capcay,bubur,seblak,buah,nasi_uduk,bubur,buah,mi instan ,mieayam,nasipadang,warteg,soto,seblak,gorengan,capcay,capcay,nasi_uduk,buah,bubur,capcay,cireng,nasigoreng,nasi_uduk,bakso,bakso,capcay,sate,seblak,nasi_uduk,nasi_uduk,capcay,ayamgeprek,capcay
warteg,sate,gorengan,gorengan,soto,nasipadang,seblak,nasipadang,soto,bakso,bubur,capcay,seblak,sate,bubur,warteg,nasipadang,roti,nasipadang,salad,sate,bubur,seblak,capcay,nasi telur,nasigoreng,salad,nasi telur,bubur,warteg,buah,nasigoreng,seblak,capcay,nasigoreng,bubur,nasi_uduk,soto,seblak,nasi telur,buah,mieayam,warteg,nasigoreng,cireng,bakso,nasi_uduk,cireng,mieayam,sate,ayamgeprek,soto,buah,seblak,soto,nasigoreng,bakso,nasi_uduk,buah,bubur,bakso,soto
seblak,bakso,bubur,nasi telur,capcay,bakso,nasipadang,capcay,buah,ayamgeprek,nasipadang,warteg,gorengan,soto,nasipadang,sate,seblak,ayamgeprek,nasigoreng,nasigoreng,mieayam,warteg,salad,sate,soto,mieayam,gorengan,ayamgeprek,mieayam,mi instan ,mi instan ,salad,salad,capcay,ayamgeprek,nasipadang,nasi_uduk,salad,cireng,nasigoreng,nasi_uduk,bakso,sate,nasi_uduk,mieayam,capcay,seblak,buah,sate,bubur,ayamgeprek,seblak,warteg,mi instan ,capcay,sate,bakso,salad,capcay,gorengan,soto,mieayam
bakso,capcay,nasi telur,nasigoreng,seblak,nasigoreng,bubur,soto,sate,salad,nasipadang,cireng,nasipadang,cireng,salad,mieayam,bakso,sate,nasigoreng,seblak,salad,cireng,mieayam,buah,roti,mi instan ,sate,nasi_uduk,mi instan ,sate,soto,bakso,nasi telur,seblak,nasi telur,gorengan,gorengan,bakso,cireng,mieayam,buah,mieayam,seblak,salad,sate,roti,warteg,nasigoreng,nasi_uduk,cireng,gorengan,buah,roti,mieayam,bubur,nasi telur,bakso,mi instan ,bakso,nasigoreng,ayamgeprek,warteg
cireng,nasipadang,cireng,nasi telur,soto,cireng,nasipadang,bakso,nasigoreng,sate,bubur,nasigoreng,mieayam,gorengan,sate,bakso,cireng,mieayam,nasi telur,salad,mieayam,mieayam,nasi_uduk,nasi_uduk,sate,nasipadang,warteg,roti,bubur,bubur,mi instan ,mi instan ,sate,cireng,nasi telur,gorengan,nasigoreng,ayamgeprek,sate,roti,nasipadang,capcay,nasi telur,bakso,ayamgeprek,capcay,seblak,roti,nasi telur,mieayam,mi instan ,nasipadang,sate,nasipadang,cireng,bakso,cireng,capcay,nasigoreng,nasi telur,mieayam,ayamgeprek
bakso,nasigoreng,warteg,capcay,capcay,bubur,gorengan,nasipadang,nasigoreng,bubur,mieayam,warteg,mi instan ,mi instan ,nasi_uduk,mieayam,mieayam,soto,soto,warteg,bakso,mieayam,mieayam,warteg,roti,bubur,mieayam,nasipadang,salad,cireng,bubur,roti,roti,cireng,nasi_uduk,nasi_uduk,mi instan ,cireng,nasi_uduk,mieayam,nasipadang,seblak,capcay,nasigoreng,nasi telur,bakso,buah,mieayam,capcay,nasipadang,capcay,nasipadang,nasi telur,nasi telur,nasipadang,nasipadang,salad,sate,nasigoreng,buah,nasigoreng,nasipadang
nasi_uduk,mi instan ,bubur,seblak,capcay,seblak,sate,warteg,nasi telur,mieayam,nasi telur,soto,warteg,soto,warteg,gorengan,nasi_uduk,mieayam,sate,bakso,buah,warteg,roti,seblak,seblak,nasipadang,ayamgeprek,bakso,gorengan,capcay,buah,seblak,cireng,gorengan,nasipadang,bubur,ayamgeprek,warteg,soto,sate,nasipadang,gorengan,bubur,ayamgeprek,buah,warteg,mieayam,ayamgeprek,nasipadang,salad,salad,buah,bakso,roti,gorengan,mi instan ,bubur,warteg,ayamgeprek,bubur,bakso,soto
roti,sate,mieayam,capcay,cireng,nasi_uduk,nasipadang,salad,buah,bakso,sate,gorengan,soto,gorengan,capcay,buah,cireng,ayamgeprek,salad,nasigoreng,cireng,nasi_uduk,salad,mieayam,gorengan,sate,salad,mi instan ,capcay,seblak,cireng,nasipadang,soto,bakso,capcay,roti,nasi telur,roti,warteg,warteg,warteg,cireng,salad,mi instan ,salad,nasi telur,sate,mi instan ,capcay,capcay,roti,soto,cireng,cireng,roti,salad,nasipadang,bakso,soto,salad,cireng,cireng
